Date,User_ID,Session_ID,User_Type,Source_Medium,Country,Device_Category,Is_Engaged,Converted,Revenue,Session_Duration_Seconds,User_Journey,Top_Page
27-11-2025,U_1016,S_324643,New,direct / none,Australia,Desktop,0,0,0,3,/shop,/shop
27-11-2025,U_1013,S_198907,Returning,google / organic,India,Desktop,1,1,32.79,450,/google / cpc > /product/shoes > /cart > /checkout,/cart
27-11-2025,U_1017,S_522179,New,facebook / referral,United States,Mobile,1,0,0,172,/home > /blog > /shop,/shop
27-11-2025,U_1002,S_585100,Returning,google / cpc,Australia,Desktop,1,1,21.92,548,/google / cpc > /product/shoes > /cart > /checkout,/cart
27-11-2025,U_1018,S_197793,New,facebook / referral,United States,Mobile,0,0,0,2,/home,/home
27-11-2025,U_1012,S_497382,Returning,google / organic,Canada,Mobile,0,0,0,2,/shop,/shop
27-11-2025,U_1001,S_299122,Returning,google / cpc,India,Desktop,1,1,85.37,364,/google / cpc > /product/shoes > /cart > /checkout,/cart
27-11-2025,U_1019,S_994141,New,google / organic,India,Desktop,1,0,0,236,/home > /blog > /shop,/shop
27-11-2025,U_1020,S_225710,New,google / cpc,India,Mobile,0,0,0,4,/product/shoes,/product/shoes
27-11-2025,U_1021,S_314181,New,google / organic,United States,Mobile,0,0,0,0,/home,/home
27-11-2025,U_1022,S_580547,New,google / cpc,United States,Mobile,1,0,0,65,/shop > /product/tshirt > /cart,/cart
27-11-2025,U_1023,S_356150,New,google / organic,Canada,Desktop,0,0,0,10,/home,/home
27-11-2025,U_1024,S_956795,New,email / newsletter,United States,Desktop,0,0,0,4,/blog,/blog
27-11-2025,U_1025,S_395442,New,direct / none,United States,Desktop,0,0,0,1,/home,/home
27-11-2025,U_1026,S_765095,New,google / organic,United States,Desktop,1,0,0,248,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
27-11-2025,U_1002,S_688153,Returning,email / newsletter,United Kingdom,Mobile,1,1,91.83,418,/home > /product/tshirt > /cart > /checkout,/cart
27-11-2025,U_1009,S_550664,Returning,google / organic,Germany,Tablet,1,1,108.67,227,/home > /product/tshirt > /cart > /checkout,/cart
27-11-2025,U_1024,S_799330,Returning,google / cpc,Australia,Tablet,0,0,0,2,/blog,/blog
27-11-2025,U_1027,S_938742,New,facebook / referral,United States,Desktop,0,0,0,4,/blog,/blog
27-11-2025,U_1028,S_266931,New,google / organic,Australia,Desktop,0,0,0,5,/shop,/shop
27-11-2025,U_1029,S_420015,New,facebook / referral,United States,Desktop,1,0,0,172,/home > /shop > /product/shoes,/product/shoes
27-11-2025,U_1030,S_468203,New,google / organic,Germany,Mobile,1,0,0,121,/shop > /product/tshirt > /cart,/cart
27-11-2025,U_1031,S_708792,New,google / organic,United States,Mobile,1,0,0,227,/home > /shop > /product/shoes,/product/shoes
27-11-2025,U_1002,S_704596,Returning,direct / none,United States,Desktop,0,0,0,5,/blog,/blog
27-11-2025,U_1021,S_552248,Returning,google / cpc,United Kingdom,Mobile,0,0,0,5,/shop,/shop
27-11-2025,U_1032,S_521947,New,google / cpc,United States,Desktop,0,0,0,9,/blog,/blog
27-11-2025,U_1033,S_696750,New,google / cpc,United States,Mobile,0,0,0,7,/product/shoes,/product/shoes
27-11-2025,U_1034,S_563246,New,google / organic,India,Desktop,1,0,0,175,/home > /shop > /product/shoes,/product/shoes
27-11-2025,U_1035,S_640490,New,google / cpc,United States,Tablet,1,0,0,105,/home > /blog > /shop,/shop
27-11-2025,U_1030,S_125611,Returning,google / cpc,Canada,Mobile,0,0,0,7,/shop,/shop
27-11-2025,U_1000,S_519066,Returning,facebook / referral,Australia,Desktop,1,0,0,55,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
27-11-2025,U_1007,S_684482,Returning,google / cpc,Canada,Desktop,0,0,0,9,/shop,/shop
27-11-2025,U_1036,S_954596,New,google / cpc,Canada,Mobile,0,0,0,7,/shop,/shop
27-11-2025,U_1037,S_371782,New,facebook / referral,United States,Desktop,1,0,0,69,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
27-11-2025,U_1017,S_848206,Returning,google / organic,Australia,Mobile,1,0,0,139,/home > /blog > /shop,/shop
27-11-2025,U_1038,S_167348,New,google / organic,India,Mobile,1,0,0,224,/home > /shop > /product/shoes,/product/shoes
27-11-2025,U_1022,S_600149,Returning,google / organic,United States,Desktop,0,0,0,7,/blog,/blog
27-11-2025,U_1031,S_330080,Returning,google / organic,United States,Desktop,1,0,0,95,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
27-11-2025,U_1039,S_752483,New,email / newsletter,India,Desktop,0,0,0,2,/shop,/shop
27-11-2025,U_1020,S_152727,Returning,google / organic,United States,Desktop,0,0,0,4,/shop,/shop
27-11-2025,U_1001,S_975467,Returning,direct / none,United States,Tablet,1,0,0,45,/home > /shop > /product/shoes,/product/shoes
27-11-2025,U_1001,S_359295,Returning,google / cpc,United States,Mobile,0,0,0,4,/shop,/shop
27-11-2025,U_1040,S_904150,New,google / cpc,Germany,Desktop,1,0,0,85,/shop > /product/tshirt > /cart,/cart
27-11-2025,U_1019,S_706794,Returning,google / cpc,Germany,Mobile,1,0,0,82,/home > /blog > /shop,/shop
27-11-2025,U_1041,S_831059,New,facebook / referral,United Kingdom,Mobile,0,0,0,8,/product/shoes,/product/shoes
27-11-2025,U_1042,S_549186,New,google / organic,United Kingdom,Mobile,0,0,0,5,/shop,/shop
27-11-2025,U_1043,S_766459,New,google / cpc,United States,Mobile,0,0,0,7,/shop,/shop
27-11-2025,U_1044,S_556732,New,google / cpc,United States,Mobile,1,0,0,154,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
27-11-2025,U_1045,S_886931,New,google / cpc,United States,Mobile,1,0,0,211,/home > /blog > /shop,/shop
27-11-2025,U_1017,S_936587,Returning,facebook / referral,United Kingdom,Mobile,1,1,51.38,163,/home > /shop > /product/shoes > /cart > /checkout,/cart
27-11-2025,U_1046,S_526170,New,direct / none,United Kingdom,Desktop,0,0,0,4,/home,/home
27-11-2025,U_1047,S_332360,New,google / organic,United Kingdom,Mobile,1,0,0,210,/shop > /product/tshirt > /cart,/cart
27-11-2025,U_1048,S_836996,New,google / organic,United States,Desktop,0,0,0,3,/blog,/blog
27-11-2025,U_1049,S_326895,New,google / organic,India,Desktop,0,0,0,4,/blog,/blog
27-11-2025,U_1050,S_338533,New,google / organic,United Kingdom,Mobile,1,0,0,94,/shop > /product/tshirt > /cart,/cart
27-11-2025,U_1051,S_768854,New,google / cpc,Australia,Desktop,0,0,0,0,/blog,/blog
27-11-2025,U_1052,S_364742,New,google / cpc,Canada,Mobile,0,0,0,2,/home,/home
27-11-2025,U_1053,S_256445,New,email / newsletter,United States,Mobile,0,0,0,8,/blog,/blog
27-11-2025,U_1054,S_498855,New,google / cpc,Australia,Tablet,0,0,0,3,/home,/home
27-11-2025,U_1042,S_755900,Returning,google / organic,United States,Desktop,0,0,0,4,/shop,/shop
27-11-2025,U_1045,S_134225,Returning,google / organic,Australia,Mobile,1,0,0,247,/home > /blog > /shop,/shop
27-11-2025,U_1055,S_220351,New,google / cpc,Germany,Desktop,1,0,0,177,/shop > /product/tshirt > /cart,/cart
27-11-2025,U_1044,S_560485,Returning,google / organic,India,Mobile,0,0,0,6,/home,/home
27-11-2025,U_1056,S_870214,New,google / organic,United States,Tablet,0,0,0,10,/home,/home
27-11-2025,U_1002,S_961322,Returning,direct / none,United States,Mobile,1,0,0,281,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
27-11-2025,U_1057,S_195674,New,google / cpc,United States,Mobile,0,0,0,4,/shop,/shop
27-11-2025,U_1058,S_794769,New,facebook / referral,India,Mobile,1,0,0,293,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
27-11-2025,U_1059,S_964998,New,direct / none,India,Mobile,1,0,0,256,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
27-11-2025,U_1017,S_896907,Returning,google / cpc,Germany,Mobile,1,0,0,111,/home > /blog > /shop,/shop
27-11-2025,U_1060,S_425845,New,google / cpc,United States,Tablet,0,0,0,10,/home,/home
27-11-2025,U_1059,S_972565,Returning,direct / none,India,Mobile,0,0,0,7,/blog,/blog
27-11-2025,U_1012,S_678043,Returning,email / newsletter,India,Desktop,1,0,0,204,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
27-11-2025,U_1061,S_925981,New,facebook / referral,United States,Mobile,0,0,0,2,/shop,/shop
27-11-2025,U_1062,S_568238,New,google / organic,India,Mobile,1,0,0,152,/home > /blog > /shop,/shop
27-11-2025,U_1063,S_699573,New,facebook / referral,India,Mobile,0,0,0,6,/shop,/shop
27-11-2025,U_1064,S_795928,New,direct / none,United States,Tablet,0,0,0,1,/product/shoes,/product/shoes
27-11-2025,U_1065,S_986088,New,google / cpc,India,Desktop,0,0,0,1,/blog,/blog
27-11-2025,U_1066,S_592296,New,google / organic,United Kingdom,Mobile,1,0,0,192,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
27-11-2025,U_1067,S_757246,New,direct / none,Australia,Mobile,0,0,0,3,/product/shoes,/product/shoes
27-11-2025,U_1012,S_883041,Returning,direct / none,United Kingdom,Mobile,1,0,0,53,/home > /shop > /product/shoes,/product/shoes
27-11-2025,U_1068,S_440131,New,google / organic,United States,Mobile,0,0,0,2,/blog,/blog
27-11-2025,U_1048,S_283573,Returning,google / cpc,United States,Desktop,0,0,0,7,/product/shoes,/product/shoes
27-11-2025,U_1069,S_367729,New,facebook / referral,India,Mobile,1,0,0,183,/shop > /product/tshirt > /cart,/cart
27-11-2025,U_1070,S_769975,New,direct / none,India,Mobile,0,0,0,3,/home,/home
27-11-2025,U_1071,S_499889,New,google / cpc,Germany,Mobile,0,0,0,0,/product/shoes,/product/shoes
27-11-2025,U_1072,S_693419,New,direct / none,Germany,Desktop,0,0,0,3,/product/shoes,/product/shoes
27-11-2025,U_1073,S_736553,New,google / organic,United States,Mobile,0,0,0,10,/blog,/blog
27-11-2025,U_1074,S_201883,New,google / cpc,United States,Mobile,0,0,0,4,/home,/home
27-11-2025,U_1075,S_442589,New,google / organic,United States,Mobile,0,0,0,2,/product/shoes,/product/shoes
27-11-2025,U_1076,S_369452,New,email / newsletter,Germany,Mobile,0,0,0,1,/shop,/shop
27-11-2025,U_1077,S_247594,New,google / organic,United Kingdom,Desktop,0,0,0,1,/product/shoes,/product/shoes
27-11-2025,U_1078,S_929090,New,google / organic,United States,Mobile,1,0,0,220,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
27-11-2025,U_1079,S_213609,New,google / cpc,United Kingdom,Desktop,0,0,0,10,/home,/home
27-11-2025,U_1080,S_963874,New,direct / none,United Kingdom,Mobile,1,0,0,89,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
27-11-2025,U_1068,S_201913,Returning,google / organic,India,Desktop,0,0,0,9,/shop,/shop
27-11-2025,U_1081,S_878325,New,facebook / referral,United Kingdom,Desktop,0,0,0,0,/product/shoes,/product/shoes
27-11-2025,U_1082,S_823811,New,google / cpc,Germany,Desktop,0,0,0,0,/product/shoes,/product/shoes
27-11-2025,U_1015,S_517479,Returning,email / newsletter,Canada,Mobile,0,0,0,0,/home,/home
27-11-2025,U_1083,S_925013,New,email / newsletter,Canada,Mobile,0,0,0,3,/blog,/blog
27-11-2025,U_1084,S_444519,New,direct / none,India,Mobile,0,0,0,2,/product/shoes,/product/shoes
27-11-2025,U_1085,S_215266,New,google / organic,United States,Desktop,1,0,0,165,/home > /blog > /shop,/shop
27-11-2025,U_1053,S_154944,Returning,google / cpc,United Kingdom,Mobile,0,0,0,7,/home,/home
27-11-2025,U_1078,S_628313,Returning,google / organic,Canada,Desktop,0,0,0,0,/home,/home
27-11-2025,U_1086,S_602248,New,google / cpc,United States,Desktop,0,0,0,9,/product/shoes,/product/shoes
27-11-2025,U_1035,S_255539,Returning,google / cpc,India,Desktop,0,0,0,7,/product/shoes,/product/shoes
27-11-2025,U_1087,S_630108,New,google / organic,United Kingdom,Desktop,0,0,0,6,/blog,/blog
27-11-2025,U_1088,S_573489,New,google / cpc,Canada,Mobile,1,0,0,160,/shop > /product/tshirt > /cart,/cart
27-11-2025,U_1089,S_492483,New,direct / none,India,Mobile,0,0,0,2,/product/shoes,/product/shoes
27-11-2025,U_1071,S_683397,Returning,google / cpc,United Kingdom,Mobile,0,0,0,0,/shop,/shop
27-11-2025,U_1090,S_401601,New,google / organic,India,Mobile,1,0,0,209,/home > /shop > /product/shoes,/product/shoes
27-11-2025,U_1091,S_986438,New,google / organic,United States,Mobile,0,0,0,9,/home,/home
27-11-2025,U_1092,S_789786,New,google / organic,United States,Desktop,1,0,0,122,/home > /shop > /product/shoes,/product/shoes
27-11-2025,U_1093,S_250210,New,google / cpc,United States,Desktop,1,1,47.97,391,/google / cpc > /product/shoes > /cart > /checkout,/cart
27-11-2025,U_1094,S_540226,New,google / organic,United States,Mobile,0,0,0,2,/home,/home
27-11-2025,U_1095,S_265056,New,google / organic,United States,Mobile,0,0,0,4,/shop,/shop
27-11-2025,U_1096,S_326040,New,google / organic,India,Mobile,0,0,0,0,/product/shoes,/product/shoes
27-11-2025,U_1097,S_331230,New,google / cpc,United States,Mobile,1,0,0,178,/shop > /product/tshirt > /cart,/cart
27-11-2025,U_1063,S_444061,Returning,direct / none,United States,Mobile,0,0,0,1,/product/shoes,/product/shoes
27-11-2025,U_1098,S_516359,New,google / organic,United States,Desktop,0,0,0,10,/shop,/shop
27-11-2025,U_1051,S_537983,Returning,google / organic,United States,Desktop,0,0,0,1,/product/shoes,/product/shoes
27-11-2025,U_1099,S_557925,New,google / organic,India,Mobile,1,0,0,143,/shop > /product/tshirt > /cart,/cart
27-11-2025,U_1100,S_449247,New,google / organic,United Kingdom,Mobile,0,0,0,10,/product/shoes,/product/shoes
27-11-2025,U_1013,S_954628,Returning,google / organic,United States,Desktop,0,0,0,10,/blog,/blog
27-11-2025,U_1101,S_618119,New,google / cpc,India,Desktop,0,0,0,10,/product/shoes,/product/shoes
27-11-2025,U_1008,S_431495,Returning,google / cpc,United Kingdom,Desktop,1,0,0,188,/home > /shop > /product/shoes,/product/shoes
27-11-2025,U_1102,S_584172,New,google / organic,Canada,Mobile,0,0,0,7,/shop,/shop
27-11-2025,U_1103,S_708519,New,direct / none,Australia,Mobile,0,0,0,9,/product/shoes,/product/shoes
27-11-2025,U_1104,S_598733,New,email / newsletter,India,Desktop,0,0,0,8,/home,/home
27-11-2025,U_1031,S_777513,Returning,direct / none,Germany,Mobile,1,0,0,228,/shop > /product/tshirt > /cart,/cart
27-11-2025,U_1105,S_528625,New,direct / none,United States,Desktop,1,0,0,175,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
27-11-2025,U_1106,S_364236,New,direct / none,Germany,Desktop,0,0,0,5,/blog,/blog
27-11-2025,U_1107,S_425301,New,direct / none,United States,Desktop,1,0,0,198,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
27-11-2025,U_1089,S_952686,Returning,facebook / referral,United Kingdom,Desktop,0,0,0,8,/shop,/shop
27-11-2025,U_1039,S_479404,Returning,google / organic,United States,Desktop,1,0,0,109,/home > /blog > /shop,/shop
27-11-2025,U_1100,S_180913,Returning,google / organic,Canada,Desktop,1,0,0,97,/shop > /product/tshirt > /cart,/cart
27-11-2025,U_1108,S_726258,New,google / organic,Canada,Desktop,1,0,0,52,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
27-11-2025,U_1109,S_530816,New,direct / none,Germany,Desktop,0,0,0,8,/blog,/blog
27-11-2025,U_1110,S_350786,New,facebook / referral,India,Desktop,0,0,0,7,/shop,/shop
27-11-2025,U_1048,S_906814,Returning,google / cpc,India,Mobile,0,0,0,0,/product/shoes,/product/shoes
27-11-2025,U_1111,S_772324,New,google / organic,Germany,Desktop,1,0,0,112,/home > /shop > /product/shoes,/product/shoes
27-11-2025,U_1112,S_386042,New,google / cpc,Canada,Mobile,0,0,0,0,/product/shoes,/product/shoes
27-11-2025,U_1064,S_535050,Returning,google / organic,United States,Mobile,1,0,0,201,/home > /shop > /product/shoes,/product/shoes
27-11-2025,U_1004,S_929822,Returning,google / organic,Canada,Desktop,0,0,0,9,/shop,/shop
27-11-2025,U_1113,S_105506,New,google / organic,United States,Mobile,0,0,0,1,/shop,/shop
27-11-2025,U_1038,S_913875,Returning,google / organic,United States,Desktop,1,0,0,38,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
27-11-2025,U_1114,S_762652,New,google / organic,United States,Mobile,1,0,0,125,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
27-11-2025,U_1115,S_796643,New,google / cpc,United States,Tablet,0,0,0,6,/home,/home
27-11-2025,U_1049,S_592972,Returning,email / newsletter,United States,Mobile,1,0,0,200,/home > /shop > /product/shoes,/product/shoes
27-11-2025,U_1069,S_239890,Returning,google / organic,United Kingdom,Desktop,0,0,0,10,/shop,/shop
27-11-2025,U_1116,S_291132,New,google / organic,Canada,Mobile,1,0,0,51,/home > /blog > /shop,/shop
27-11-2025,U_1117,S_430926,New,google / cpc,Germany,Mobile,0,0,0,4,/blog,/blog
27-11-2025,U_1118,S_474314,New,google / organic,United Kingdom,Mobile,0,0,0,7,/shop,/shop
27-11-2025,U_1119,S_505426,New,google / organic,United Kingdom,Mobile,1,0,0,247,/home > /shop > /product/shoes,/product/shoes
27-11-2025,U_1120,S_182760,New,email / newsletter,United States,Mobile,1,0,0,186,/shop > /product/tshirt > /cart,/cart
27-11-2025,U_1121,S_567576,New,google / cpc,United Kingdom,Mobile,0,0,0,9,/product/shoes,/product/shoes
27-11-2025,U_1101,S_556068,Returning,email / newsletter,United States,Desktop,0,0,0,0,/blog,/blog
27-11-2025,U_1122,S_249715,New,direct / none,India,Mobile,0,0,0,6,/product/shoes,/product/shoes
27-11-2025,U_1019,S_694799,Returning,direct / none,Germany,Mobile,0,0,0,6,/product/shoes,/product/shoes
27-11-2025,U_1123,S_429657,New,google / organic,United States,Desktop,1,0,0,164,/home > /shop > /product/shoes,/product/shoes
27-11-2025,U_1057,S_912609,Returning,google / organic,United Kingdom,Desktop,1,0,0,67,/home > /blog > /shop,/shop
27-11-2025,U_1091,S_574001,Returning,google / cpc,United States,Desktop,1,0,0,63,/shop > /product/tshirt > /cart,/cart
27-11-2025,U_1124,S_676713,New,facebook / referral,Australia,Desktop,0,0,0,8,/product/shoes,/product/shoes
27-11-2025,U_1025,S_335134,Returning,direct / none,United States,Mobile,0,0,0,8,/shop,/shop
27-11-2025,U_1125,S_236074,New,google / organic,United States,Tablet,0,0,0,9,/shop,/shop
27-11-2025,U_1040,S_177333,Returning,google / cpc,India,Desktop,0,0,0,2,/blog,/blog
27-11-2025,U_1126,S_553633,New,facebook / referral,Canada,Mobile,1,0,0,207,/home > /blog > /shop,/shop
27-11-2025,U_1127,S_644103,New,facebook / referral,United States,Desktop,1,0,0,77,/shop > /product/tshirt > /cart,/cart
27-11-2025,U_1128,S_626986,New,google / cpc,India,Mobile,0,0,0,9,/product/shoes,/product/shoes
27-11-2025,U_1129,S_143195,New,google / organic,United States,Desktop,0,0,0,9,/shop,/shop
27-11-2025,U_1074,S_770030,Returning,google / cpc,United States,Mobile,0,0,0,1,/shop,/shop
27-11-2025,U_1112,S_822063,Returning,google / cpc,India,Mobile,0,0,0,5,/product/shoes,/product/shoes
27-11-2025,U_1094,S_518084,Returning,google / cpc,United States,Mobile,0,0,0,1,/blog,/blog
27-11-2025,U_1098,S_153063,Returning,facebook / referral,India,Tablet,0,0,0,3,/product/shoes,/product/shoes
27-11-2025,U_1119,S_900190,Returning,google / cpc,United States,Mobile,0,0,0,3,/blog,/blog
27-11-2025,U_1130,S_711680,New,google / organic,India,Desktop,0,0,0,1,/home,/home
27-11-2025,U_1067,S_551860,Returning,direct / none,Canada,Mobile,0,0,0,5,/blog,/blog
27-11-2025,U_1098,S_680096,Returning,google / cpc,Canada,Mobile,0,0,0,2,/home,/home
27-11-2025,U_1131,S_201377,New,direct / none,United States,Desktop,1,0,0,286,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
27-11-2025,U_1035,S_142210,Returning,direct / none,Canada,Mobile,0,0,0,5,/blog,/blog
27-11-2025,U_1132,S_742848,New,google / organic,United Kingdom,Desktop,0,0,0,9,/shop,/shop
27-11-2025,U_1133,S_414353,New,google / organic,United States,Mobile,1,0,0,272,/home > /shop > /product/shoes,/product/shoes
27-11-2025,U_1134,S_378428,New,direct / none,Canada,Desktop,0,0,0,8,/blog,/blog
27-11-2025,U_1135,S_759580,New,direct / none,United States,Desktop,0,0,0,3,/home,/home
27-11-2025,U_1136,S_119857,New,google / cpc,India,Mobile,0,0,0,0,/shop,/shop
27-11-2025,U_1053,S_840058,Returning,google / cpc,Germany,Mobile,0,0,0,8,/shop,/shop
27-11-2025,U_1137,S_458955,New,direct / none,Australia,Desktop,1,0,0,128,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
27-11-2025,U_1076,S_358494,Returning,google / organic,Germany,Mobile,1,0,0,192,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
27-11-2025,U_1138,S_603110,New,email / newsletter,Canada,Mobile,0,0,0,6,/shop,/shop
27-11-2025,U_1139,S_958130,New,direct / none,United States,Mobile,1,0,0,161,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
27-11-2025,U_1140,S_883641,New,google / organic,India,Desktop,1,0,0,154,/home > /blog > /shop,/shop
27-11-2025,U_1141,S_153231,New,google / cpc,United Kingdom,Mobile,0,0,0,10,/home,/home
27-11-2025,U_1140,S_908206,Returning,email / newsletter,United States,Desktop,0,0,0,4,/blog,/blog
27-11-2025,U_1015,S_436768,Returning,email / newsletter,United States,Desktop,0,0,0,2,/home,/home
27-11-2025,U_1142,S_538184,New,google / organic,Germany,Tablet,0,0,0,0,/product/shoes,/product/shoes
27-11-2025,U_1027,S_109717,Returning,email / newsletter,United States,Mobile,0,0,0,8,/blog,/blog
27-11-2025,U_1028,S_590755,Returning,google / organic,United Kingdom,Desktop,1,0,0,181,/shop > /product/tshirt > /cart,/cart
27-11-2025,U_1143,S_695361,New,google / organic,United Kingdom,Desktop,0,0,0,1,/product/shoes,/product/shoes
27-11-2025,U_1144,S_520304,New,google / organic,United States,Mobile,1,0,0,258,/home > /blog > /shop,/shop
27-11-2025,U_1084,S_890371,Returning,google / organic,United Kingdom,Mobile,0,0,0,10,/home,/home
28-11-2025,U_1145,S_223967,New,google / organic,United Kingdom,Desktop,0,0,0,10,/home,/home
28-11-2025,U_1146,S_409369,New,google / organic,Germany,Mobile,0,0,0,6,/product/shoes,/product/shoes
28-11-2025,U_1147,S_836038,New,google / cpc,India,Desktop,1,0,0,299,/home > /shop > /product/shoes,/product/shoes
28-11-2025,U_1148,S_568449,New,google / organic,Germany,Mobile,0,0,0,9,/blog,/blog
28-11-2025,U_1083,S_662728,Returning,facebook / referral,India,Desktop,0,0,0,0,/shop,/shop
28-11-2025,U_1106,S_575458,Returning,google / cpc,United States,Mobile,0,0,0,4,/shop,/shop
28-11-2025,U_1055,S_956113,Returning,google / cpc,United States,Mobile,0,0,0,7,/home,/home
28-11-2025,U_1046,S_133276,Returning,direct / none,Canada,Tablet,0,0,0,7,/shop,/shop
28-11-2025,U_1149,S_495833,New,direct / none,United Kingdom,Mobile,1,0,0,231,/home > /blog > /shop,/shop
28-11-2025,U_1057,S_654531,Returning,facebook / referral,Canada,Tablet,0,0,0,8,/shop,/shop
28-11-2025,U_1150,S_497700,New,google / organic,United States,Mobile,0,0,0,0,/home,/home
28-11-2025,U_1151,S_948799,New,google / cpc,Germany,Desktop,1,0,0,258,/home > /shop > /product/shoes,/product/shoes
28-11-2025,U_1152,S_726822,New,facebook / referral,United States,Mobile,0,0,0,2,/home,/home
28-11-2025,U_1153,S_628373,New,google / organic,Germany,Desktop,0,0,0,3,/product/shoes,/product/shoes
28-11-2025,U_1154,S_416422,New,email / newsletter,India,Mobile,0,0,0,10,/blog,/blog
28-11-2025,U_1155,S_811721,New,google / cpc,Germany,Desktop,0,0,0,6,/product/shoes,/product/shoes
28-11-2025,U_1096,S_528090,Returning,google / organic,India,Mobile,0,0,0,7,/blog,/blog
28-11-2025,U_1156,S_160423,New,email / newsletter,India,Mobile,1,0,0,260,/home > /shop > /product/shoes,/product/shoes
28-11-2025,U_1157,S_988283,New,google / cpc,Canada,Mobile,0,0,0,1,/home,/home
28-11-2025,U_1158,S_297303,New,google / cpc,United Kingdom,Mobile,0,0,0,0,/product/shoes,/product/shoes
28-11-2025,U_1159,S_322096,New,email / newsletter,United States,Tablet,1,0,0,233,/home > /blog > /shop,/shop
28-11-2025,U_1160,S_350956,New,direct / none,United States,Mobile,1,0,0,268,/home > /shop > /product/shoes > /product/tshirt,/product/tshirt
28-11-2025,U_1161,S_203398,New,direct / none,Canada,Mobile,1,0,0,143,/home > /shop > /product/shoes,/product/shoes
28-11-2025,U_1066,S_877259,Returning,google / cpc,India,Desktop,1,0,0,224,/home > /blog > /shop,/shop
28-11-2025,U_1162,S_697467,New,google / cpc,United Kingdom,Desktop,0,0,0,7,/shop,/shop
28-11-2025,U_1163,S_276405,New,google / organic,United States,Mobile,0,0,0,8,/home,/home
28-11-2025,U_1164,S_135466,New,google / organic,Canada,Mobile,1,1,101.99,551,/home > /shop > /product/shoes > /cart > /checkout,/cart
28-11-2025,U_1165,S_171269,New,google / organic,India,Mobile,0,0,0,10,/shop,/shop
